SBDY02-Classic,Radar,0.00,FALSE,0,0.00,Salvage,,MainBody,0,0,0.00,ShieldGen_Tier0,0.00,PowPlan_Tier0,0.00,HeatSink_Tier0,0.00,InternalCargo_M,0.00,0,0,0,0,0,0,0,0,0,,,,
SBDY04-Fregade,Radar,0.00,FALSE,0,0.00,Salvage,,MainBody,0,0,0.00,ShieldGen_Tier0,0.00,PowPlan_Tier0,0.00,HeatSink_Tier0,0.00,InternalCargo_M,0.00,0,0,0,0,0,0,0,0,0,,,,
BODY00-StaringBody,Radar,0.00,FALSE,480,900.00,Uncommon,,MainBody,2,3,14000.00,ShieldGen_Tier0,6000.00,PowPlan_Tier0,8.00,HeatSink_Tier0,3500.00,InternalCargo_M,24.00,1,1,1,1,0,0,0,0,4,,,,
BODY03-Principal,Radar,0.00,FALSE,550,1300.00,Rare,,MainBody,2,3,15000.00,ShieldGen_Tier0,6000.00,PowPlan_Tier1,13.00,HeatSink_Tier1,4200.00,InternalCargo_M,24.00,1,1,1,2,0,0,0,0,5,,,,
BODY04-AppioBody,Radar,0.00,FALSE,550,1300.00,Rare,,MainBody,2,3,14000.00,ShieldGen_Tier1,14000.00,PowPlan_Tier1,13.00,HeatSink_Tier0,3500.00,InternalCargo_M,24.00,1,1,1,1,0,0,0,0,4,,,,
BODY02-Dragon,Radar,0.00,FALSE,690,2100.00,Mythic,,MainBody,2,3,18000.00,ShieldGen_Tier1,14000.00,PowPlan_Tier2,26.00,HeatSink_Tier1,4200.00,InternalCargo_M,24.00,2,2,1,1,0,0,0,0,6,,,,
BODY01-Spartan,Radar,0.00,FALSE,770,2700.00,Legendary,,MainBody,2,3,25000.00,ShieldGen_Tier0,6000.00,PowPlan_Tier2,26.00,HeatSink_Tier2,5200.00,InternalCargo_M,24.00,1,1,3,3,0,0,0,0,10,,,,
BODY17-GoldWingsDust,Radar,0.00,FALSE,770,2700.00,Legendary,,MainBody,2,3,12000.00,ShieldGen_Tier3,30000.00,PowPlan_Tier2,26.00,HeatSink_Tier0,3500.00,InternalCargo_M,24.00,3,3,2,2,0,0,0,0,12,,,,
SBDY03-Fly,Radar,0.00,FALSE,780,2700.00,Legendary,,MainBody,2,2.7,22000.00,ShieldGen_Tier1,14000.00,PowPlan_Tier2,26.00,HeatSink_Tier2,5200.00,InternalCargo_M,24.00,2,2,2,2,0,0,0,0,8,,,,
BODY16-IronScaleRust,Radar,0.00,FALSE,800,2900.00,Legendary,,MainBody,2,3,26000.00,ShieldGen_Tier0,6000.00,PowPlan_Tier2,26.00,HeatSink_Tier2,5200.00,InternalCargo_M,24.00,3,3,2,2,0,0,0,0,12,,,,
BODY14-IronScale,Radar,0.00,FALSE,840,3200.00,Legendary,,MainBody,2,3,28000.00,ShieldGen_Tier1,14000.00,PowPlan_Tier2,26.00,HeatSink_Tier1,4200.00,InternalCargo_M,24.00,3,3,3,3,0,0,0,0,16,,,,
BODY15-GoldWings,Radar,0.00,FALSE,840,3200.00,Legendary,,MainBody,2,3,20000.00,ShieldGen_Tier2,22000.00,PowPlan_Tier2,26.00,HeatSink_Tier1,4200.00,InternalCargo_M,24.00,3,3,3,3,0,0,0,0,16,,,,
SBDY01-Eagle,Radar,0.00,FALSE,860,3400.00,Legendary,,MainBody,1.7,2.4,18000.00,ShieldGen_Tier2,22000.00,PowPlan_Tier2,26.00,HeatSink_Tier2,5200.00,InternalCargo_M,24.00,3,3,2,2,1,1,1,1,16,,,,
SBDY06-Blade,Radar,0.00,FALSE,870,3500.00,Legendary,,MainBody,1.8,2.5,15000.00,ShieldGen_Tier2,22000.00,PowPlan_Tier2,26.00,HeatSink_Tier3,6500.00,InternalCargo_M,24.00,3,3,1,1,2,0,0,0,12,,,,
SBDY05-Helicon,Radar,0.00,FALSE,940,4200.00,Legendary,,MainBody,1.8,2.5,20000.00,ShieldGen_Tier1,14000.00,PowPlan_Tier3,32.00,HeatSink_Tier3,6500.00,InternalCargo_M,24.00,3,3,2,3,3,0,0,0,18,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon_Iron,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
Dragon_Gold,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
IronBody,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
GoldBody,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
MaalaxmiBody,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
AlienBody,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
SuperEagle,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
Classic,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
Fregade,,,,,,,,,0,0,0,,0,,0,,0,,0,,,,,,,,,0,,,,
StaringBody,,,,,,,,,100,100,50,,20,,25,,100,,80,,,,,,,,,22.22222222,,,,
Principal,,,,,,,,,100,100,53.57142857,,20,,40.625,,120,,80,,,,,,,,,27.77777778,,,,
AppioBody,,,,,,,,,100,100,50,,46.66666667,,40.625,,100,,80,,,,,,,,,22.22222222,,,,
Dragon,,,,,,,,,100,100,64.28571429,,46.66666667,,81.25,,120,,80,,,,,,,,,33.33333333,,,,
Spartan,,,,,,,,,100,100,89.28571429,,20,,81.25,,148.5714286,,80,,,,,,,,,55.55555556,,,,
GoldWingsDust,,,,,,,,,100,100,42.85714286,,100,,81.25,,100,,80,,,,,,,,,66.66666667,,,,
Fly,,,,,,,,,100,90,78.57142857,,46.66666667,,81.25,,148.5714286,,80,,,,,,,,,44.44444444,,,,
IronScaleRust,,,,,,,,,100,100,92.85714286,,20,,81.25,,148.5714286,,80,,,,,,,,,66.66666667,,,,
IronScale,,,,,,,,,100,100,100,,46.66666667,,81.25,,120,,80,,,,,,,,,88.88888889,,,,
GoldWings,,,,,,,,,100,100,71.42857143,,73.33333333,,81.25,,120,,80,,,,,,,,,88.88888889,,,,
Eagle,,,,,,,,,85,80,64.28571429,,73.33333333,,81.25,,148.5714286,,80,,,,,,,,,88.88888889,,,,
Blade,,,,,,,,,90,83.33333333,53.57142857,,73.33333333,,81.25,,185.7142857,,80,,,,,,,,,66.66666667,,,,
Helicon,,,,,,,,,90,83.33333333,71.42857143,,46.66666667,,100,,185.7142857,,80,,,,,,,,,100,,,,
